identifier,digital_origin,form,language,language_of_cataloging,identifier 2,identifier 3,object_in_context,physicalDescription_note,part_detail_title,subject_temporal,subject_geographic,item_type,date_text,date_single_start,title,title_of_part,rights,repository,name,place_of_origin,publisher,project_title,project_url,project_abstract,record_source,file_thumbnail_URL
sanborn_244,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:244,sanborn_knoxville1917_0111,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A244,100 ft./inch,District-Ward 106,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 106,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A244/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%20106.jpg
sanborn_1154,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1154,sanborn_knoxville1917_0021,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1154,50 ft./inch,District-Ward 16,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 16,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1154/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2016.jpg
sanborn_1144,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1144,sanborn_knoxville1917_0011,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1144,50 ft./inch,District-Ward 6,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 6,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1144/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%206.jpg
sanborn_126,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:126,sanborn_knoxville1903_0070,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A126,50 ft./inch,District-Ward 64,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 64,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A126/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2064.jpg
sanborn_50,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:50,sanborn_knoxville1890_0037,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A50,50 ft./inch,District-Ward 36,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 36,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A50/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2036.jpg
sanborn_214,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:214,sanborn_knoxville1917_0081,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A214,100 ft./inch,District-Ward 76,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 76,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A214/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2076.jpg
sanborn_3,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:3,sanborn_knoxville1884_0003,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A3,50 ft./inch,District-Ward 3,1884,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1884,1884,Knoxville -- 1884,Sheet 3,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A3/datastream/TN/view/Knoxville%20--%201884%20--%20Sheet%203.jpg
sanborn_17,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:17,sanborn_knoxville1890_0004,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A17,50 ft./inch,District-Ward 3,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 3,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A17/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%203.jpg
sanborn_39,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:39,sanborn_knoxville1890_0026,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A39,50 ft./inch,District-Ward 25,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 25,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A39/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2025.jpg
sanborn_1086,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1086,sanborn_knoxville1903_0030,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1086,50 ft./inch,District-Ward 25,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 25,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1086/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2025.jpg
sanborn_1160,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1160,sanborn_knoxville1917_0027,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1160,50 ft./inch,District-Ward 22,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 22,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1160/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2022.jpg
sanborn_1248,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1248,sanborn_knoxville1917_0115,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1248,50 ft./inch,District-Ward 110,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 110,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1248/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%20110.jpg
sanborn_251,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:251,sanborn_knoxville1917_0118,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A251,50 ft./inch,District-Ward 113,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 113,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A251/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%20113.jpg
sanborn_105,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:105,sanborn_knoxville1903_0049,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A105,50 ft./inch,District-Ward 43,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 43,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A105/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2043.jpg
sanborn_35,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:35,sanborn_knoxville1890_0022,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A35,50 ft./inch,District-Ward 21,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 21,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A35/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2021.jpg
sanborn_137,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:137,sanborn_knoxville1917_0004,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A137,,,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Street Index,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A137/datastream/TN/view/Knoxville%20--%201917%20--%20Street%20Index.jpg
sanborn_1245,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1245,sanborn_knoxville1917_0112,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1245,100 ft./inch,District-Ward 107,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 107,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1245/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%20107.jpg
sanborn_1093,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1093,sanborn_knoxville1903_0037,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1093,50 ft./inch,District-Ward 32,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 32,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1093/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2032.jpg
sanborn_1113,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1113,sanborn_knoxville1903_0057,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1113,50 ft./inch,District-Ward 51,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 51,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1113/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2051.jpg
sanborn_1148,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1148,sanborn_knoxville1917_0015,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1148,50 ft./inch,District-Ward 10,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 10,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1148/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2010.jpg
sanborn_153,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:153,sanborn_knoxville1917_0020,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A153,50 ft./inch,District-Ward 15,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 15,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A153/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2015.jpg
sanborn_37,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:37,sanborn_knoxville1890_0024,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A37,50 ft./inch,District-Ward 23,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 23,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A37/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2023.jpg
sanborn_114,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:114,sanborn_knoxville1903_0058,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A114,50 ft./inch,District-Ward 52,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 52,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A114/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2052.jpg
